kwdikos_exetashs,hmeromhnia,typos_exetashs,kostos,apotelesma,AMKA,ID_nosileias
EX-00257,2023-12-07 14:22:40,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΥΣ ΣΙΕΛΟΓΟΝΟΥΣ ΑΔΕΝΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ",264.08,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,18118519593,124
EX-00258,2023-12-06 03:22:40,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ,574.09,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,18118519593,124
EX-00259,2023-12-06 22:09:46,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΧΕΙΡΟΥΡΓΙΚΗ ΦΑΚΩΝ,1156.04,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,18118519593,125
EX-00260,2023-12-08 06:26:33,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΤΟΜΗ ΤΥΜΠΑΝΙΚΟΥ ΥΜΕΝΑ",1283.52,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,19029051436,126
EX-00261,2023-12-06 05:26:33,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΕΠΑΝΟΡΘΩΤΙΚΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΒΛΕΦΑΡΩΝ (Π.Χ. ΒΛΕΦΑΡΟΠΛΑΣΤΙΚΗ ΕΓΧΕΙΡΗΣΗ ΒΛΕΦΑΡΟΠΤΩΣΗΣ),2236.35,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,19029051436,126
EX-00262,2023-12-07 06:26:33,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ",795.29,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,19029051436,126
EX-00263,2023-12-08 19:12:34,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΧΕΙΡΟΥΡΓΙΚΗ ΦΑΚΩΝ,1156.04,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,11087946135,127
EX-00264,2023-12-10 07:12:34,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΧΕΙΡΟΥΡΓΙΚΗ ΦΑΚΩΝ,1156.04,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,11087946135,127
EX-00265,2023-12-09 18:40:22,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΧΕΙΡΟΥΡΓΙΚΗ ΦΑΚΩΝ,1156.04,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,24088546021,128
EX-00266,2023-12-09 12:40:22,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΤΟΜΗ ΤΥΜΠΑΝΙΚΟΥ ΥΜΕΝΑ",1283.52,Η διαδικασία ολοκληρώθηκε ομαλά. Φυσιολογικά ευρήματα.,24088546021,128
EX-00267,2023-12-09 06:40:22,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΥΣ ΣΙΕΛΟΓΟΝΟΥΣ ΑΔΕΝΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ",264.08,Ολοκληρώθηκε χωρίς επιπλοκές.,24088546021,128
EX-00268,2023-12-10 15:41:31,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΤΟΜΗ ΤΥΜΠΑΝΙΚΟΥ ΥΜΕΝΑ",1283.52,Ολοκληρώθηκε χωρίς επιπλοκές.,14129831939,129
EX-00269,2023-12-23 06:24:28,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΝΔΟΚΡΑΝΙΑΚΕΣ ΕΠΕΜΒΑΣΕΙΣ· ΚΡΑΝΙΟΤΟΜΗ Ή ΚΡΑΝΙΕΚΤΟΜΗ ΓΙΑ ΤΗΝ ΠΑΡΟΧΕΤΕΥΣΗ ΑΙΜΑΤΩΜΑΤΟΣ,51.97,Η διαδικασία ολοκληρώθηκε ομαλά. Φυσιολογικά ευρήματα.,15124501431,130
EX-00270,2023-12-23 19:24:28,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΗΛΕΚΤΡΟΣΠΑΣΜΟΘΕΡΑΠΕΙΑ,1532.75,Ολοκληρώθηκε χωρίς επιπλοκές.,15124501431,130
EX-00271,2023-12-25 00:23:21,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ,574.09,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,08088799158,131
EX-00272,2023-12-20 14:50:40,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ",795.29,Δεν παρατηρήθηκαν παθολογικά ευρήματα κατά τον έλεγχο.,26067425558,132
EX-00273,2023-12-21 23:09:43,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΕΠΑΝΟΡΘΩΤΙΚΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΒΛΕΦΑΡΩΝ (Π.Χ. ΒΛΕΦΑΡΟΠΛΑΣΤΙΚΗ ΕΓΧΕΙΡΗΣΗ ΒΛΕΦΑΡΟΠΤΩΣΗΣ),2236.35,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,29109569303,133
EX-00274,2023-12-24 08:09:43,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ,574.09,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,29109569303,133
EX-00275,2023-12-27 08:54:38,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ",795.29,Ολοκληρώθηκε χωρίς επιπλοκές.,22048608378,134
EX-00276,2023-12-29 21:24:02,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΗ ΡΙΝΑ ΚΑΙ ΕΠΙΚΟΥΡΙΚΕΣ ΚΟΙΛΟΤΗΤΕΣ· ΡΙΖΙΚΗ ΕΠΕΜΒΑΣΗ,2369.80,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,28026692058,135
EX-00277,2023-12-30 12:24:02,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΝΔΟΚΡΑΝΙΑΚΕΣ ΕΠΕΜΒΑΣΕΙΣ· ΚΡΑΝΙΟΤΟΜΗ Ή ΚΡΑΝΙΕΚΤΟΜΗ ΓΙΑ ΤΗΝ ΠΑΡΟΧΕΤΕΥΣΗ ΑΙΜΑΤΩΜΑΤΟΣ,51.97,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,28026692058,135
EX-00278,2024-01-03 05:31:34,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΝΔΟΚΡΑΝΙΑΚΕΣ ΕΠΕΜΒΑΣΕΙΣ· ΚΡΑΝΙΟΤΟΜΗ Ή ΚΡΑΝΙΕΚΤΟΜΗ ΓΙΑ ΤΗΝ ΠΑΡΟΧΕΤΕΥΣΗ ΑΙΜΑΤΩΜΑΤΟΣ,51.97,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,06126222477,136
EX-00279,2024-01-03 07:31:34,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΕΠΑΝΟΡΘΩΤΙΚΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΒΛΕΦΑΡΩΝ (Π.Χ. ΒΛΕΦΑΡΟΠΛΑΣΤΙΚΗ ΕΓΧΕΙΡΗΣΗ ΒΛΕΦΑΡΟΠΤΩΣΗΣ),2236.35,Ολοκληρώθηκε χωρίς επιπλοκές.,06126222477,136
EX-00280,2024-01-05 04:49:09,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΝΔΟΚΡΑΝΙΑΚΕΣ ΕΠΕΜΒΑΣΕΙΣ· ΗΛΕΚΤΡΟΚΑΥΤΗΡΙΑΣΗ ΤΟΥ ΕΝΔΟΚΡΑΝΙΑΚΟΥ ΝΕΥΡΟΥ,2173.68,Ολοκληρώθηκε χωρίς επιπλοκές.,16040493179,137
EX-00281,2024-01-03 01:49:09,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ",795.29,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,16040493179,137
EX-00282,2024-01-01 04:49:09,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ,574.09,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,16040493179,137
EX-00283,2024-01-05 08:11:23,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ",795.29,Δεν παρατηρήθηκαν παθολογικά ευρήματα κατά τον έλεγχο.,15049291643,138
EX-00284,2024-01-05 08:54:03,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ",795.29,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,08119651767,139
EX-00285,2024-01-06 07:09:10,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ,574.09,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,18060326718,140
EX-00286,2024-01-04 19:09:10,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΕΠΑΝΟΡΘΩΤΙΚΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΒΛΕΦΑΡΩΝ (Π.Χ. ΒΛΕΦΑΡΟΠΛΑΣΤΙΚΗ ΕΓΧΕΙΡΗΣΗ ΒΛΕΦΑΡΟΠΤΩΣΗΣ),2236.35,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,18060326718,140
EX-00287,2024-01-04 21:09:10,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΝΔΟΚΡΑΝΙΑΚΕΣ ΕΠΕΜΒΑΣΕΙΣ· ΗΛΕΚΤΡΟΚΑΥΤΗΡΙΑΣΗ ΤΟΥ ΕΝΔΟΚΡΑΝΙΑΚΟΥ ΝΕΥΡΟΥ,2173.68,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,18060326718,140
EX-00288,2024-01-19 23:59:44,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΩΤΟΣΚΟΠΗΣΗ",2213.35,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,22115865680,141
EX-00289,2024-01-20 16:59:44,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΝΔΟΚΡΑΝΙΑΚΕΣ ΕΠΕΜΒΑΣΕΙΣ· ΗΛΕΚΤΡΟΚΑΥΤΗΡΙΑΣΗ ΤΟΥ ΕΝΔΟΚΡΑΝΙΑΚΟΥ ΝΕΥΡΟΥ,2173.68,Ολοκληρώθηκε χωρίς επιπλοκές.,22115865680,141
EX-00290,2024-01-19 19:59:44,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ,574.09,Δεν παρατηρήθηκαν παθολογικά ευρήματα κατά τον έλεγχο.,22115865680,141
EX-00291,2024-01-13 22:36:22,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΝΔΟΚΡΑΝΙΑΚΕΣ ΕΠΕΜΒΑΣΕΙΣ· ΚΡΑΝΙΟΤΟΜΗ Ή ΚΡΑΝΙΕΚΤΟΜΗ ΓΙΑ ΤΗΝ ΠΑΡΟΧΕΤΕΥΣΗ ΑΙΜΑΤΩΜΑΤΟΣ,51.97,Δεν παρατηρήθηκαν παθολογικά ευρήματα κατά τον έλεγχο.,29109569303,142
EX-00292,2024-01-22 02:07:32,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΣΧΕΤΙΚΕΣ ΜΕ ΤΗΝ ΠΛΑΣΤΙΚΗ ΔΙΟΡΘΩΣΗ ΧΕΙΛΕΟΣΧΙΣΤΙΑΣ (ΛΥΚΟΣΤΟΜΑ),2027.48,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,03057873936,143
EX-00293,2024-01-18 16:28:56,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΗΛΕΚΤΡΟΣΠΑΣΜΟΘΕΡΑΠΕΙΑ,1532.75,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,31084428740,144
EX-00294,2024-01-18 09:12:33,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΩΤΟΣΚΟΠΗΣΗ",2213.35,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,21119438801,145
EX-00295,2024-01-19 09:12:33,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΥΣ ΣΙΕΛΟΓΟΝΟΥΣ ΑΔΕΝΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ",264.08,Δεν παρατηρήθηκαν παθολογικά ευρήματα κατά τον έλεγχο.,21119438801,145
EX-00296,2024-01-23 02:01:44,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ,574.09,Ολοκληρώθηκε χωρίς επιπλοκές.,24100569128,146
EX-00297,2024-01-23 10:01:44,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΥΣ ΣΙΕΛΟΓΟΝΟΥΣ ΑΔΕΝΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ",264.08,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,24100569128,146
EX-00298,2024-01-22 18:01:44,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΕΠΑΝΟΡΘΩΤΙΚΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΒΛΕΦΑΡΩΝ (Π.Χ. ΒΛΕΦΑΡΟΠΛΑΣΤΙΚΗ ΕΓΧΕΙΡΗΣΗ ΒΛΕΦΑΡΟΠΤΩΣΗΣ),2236.35,Η διαδικασία ολοκληρώθηκε ομαλά. Φυσιολογικά ευρήματα.,24100569128,146
EX-00299,2024-01-25 18:26:27,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΗ ΡΙΝΑ ΚΑΙ ΕΠΙΚΟΥΡΙΚΕΣ ΚΟΙΛΟΤΗΤΕΣ· ΡΙΖΙΚΗ ΕΠΕΜΒΑΣΗ,2369.80,Ολοκληρώθηκε χωρίς επιπλοκές.,02087077516,147
EX-00300,2024-01-21 18:26:27,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΩΤΟΣΚΟΠΗΣΗ",2213.35,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,02087077516,147
EX-00301,2024-01-31 10:26:27,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΤΟΜΗ ΤΥΜΠΑΝΙΚΟΥ ΥΜΕΝΑ",1283.52,Η διαδικασία ολοκληρώθηκε ομαλά. Φυσιολογικά ευρήματα.,02087077516,147
EX-00302,2024-01-24 12:31:18,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΧΕΙΡΟΥΡΓΙΚΗ ΦΑΚΩΝ,1156.04,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,28120467810,148
EX-00303,2024-01-26 05:05:42,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΩΤΟΣΚΟΠΗΣΗ",2213.35,Ολοκληρώθηκε χωρίς επιπλοκές.,06050738238,149
EX-00304,2024-01-28 05:03:17,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΗ ΡΙΝΑ ΚΑΙ ΕΠΙΚΟΥΡΙΚΕΣ ΚΟΙΛΟΤΗΤΕΣ· ΡΙΖΙΚΗ ΕΠΕΜΒΑΣΗ,2369.80,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,18020449145,150
EX-00305,2024-01-29 12:25:53,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΝΔΟΚΡΑΝΙΑΚΕΣ ΕΠΕΜΒΑΣΕΙΣ· ΗΛΕΚΤΡΟΚΑΥΤΗΡΙΑΣΗ ΤΟΥ ΕΝΔΟΚΡΑΝΙΑΚΟΥ ΝΕΥΡΟΥ,2173.68,Ήπια απόκλιση τιμών. Ενημερώθηκε ο θεράπων ιατρός.,02030634060,151
EX-00306,2024-01-27 03:25:53,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΩΤΟΣΚΟΠΗΣΗ",2213.35,Ολοκληρώθηκε χωρίς επιπλοκές.,02030634060,151
EX-00307,2024-01-30 23:45:04,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟ ΕΞΩ, ΤΟ ΜΕΣΟΝ ΚΑΙ ΤΟ ΕΣΩ ΟΥΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ· ΔΕΝ ΠΡΟΣΔΙΟΡΙΖΕΤΑΙ ΠΕΡΑΙΤΕΡΩ",795.29,Αναμένονται περαιτέρω αναλύσεις από το εργαστήριο.,05038348846,152
EX-00308,2024-01-30 02:45:04,"ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΥΣ ΣΙΕΛΟΓΟΝΟΥΣ ΑΔΕΝΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ",264.08,Ολοκληρώθηκε χωρίς επιπλοκές.,05038348846,152
EX-00309,2024-01-30 22:45:04,ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΝ ΟΦΘΑΛΜΟ· ΧΕΙΡΟΥΡΓΙΚΗ ΦΑΚΩΝ,1156.04,Η διαδικασία ολοκληρώθηκε ομαλά. Φυσιολογικά ευρήματα.,05038348846,152
